,snippet,job_id,Url
0,"Network engineers enable data to pass between computers in a network to aid 
communication between users ... You could work with a variety of network types, 
such as: ... data centres; liaise with project management teams, third-line 
engineers and ... Employers will usually expect you to do further study to get 
professional ...",0,https://www.prospects.ac.uk/job-profiles/network-engineer
1,"If you're interested in marketing communications and like to keep abreast of new 
trends and developments, you could make a great digital marketer. Digital ...",1,https://www.prospects.ac.uk/job-profiles/digital-marketer
2,"Software engineering is a branch of computer science which includes the 
development and building of computer systems software and applications 
software.",2,https://www.careerexplorer.com/careers/software-engineer/
3,"Nevertheless, as software engineers often manage the support systems required 
to effectively run an organisation, the role can also require you to communicate ...",3,https://www.prospects.ac.uk/job-profiles/software-engineer
4,"You will need a thorough understanding of the operational processes of an ... for 
graduates entering control and instrumentation engineering range from £20,000 
... the imbalance by promoting women in science, technology and engineering.",4,https://www.prospects.ac.uk/job.../control-and-instrumentation-engineer
5,"You can work in house, typically in the marketing department of an ... of digital 
marketing services, including PPC services, SEO, content marketing and digital 
PR. ... As you develop in your role, you'll take the lead in managing relationships
 ...",5,https://www.prospects.ac.uk/job-profiles/ppc-specialist
6,"A security software developer is someone who develops security software as well 
as integrates security into software during the course of design and development
 ...",6,https://www.careerexplorer.com/careers/security-software-developer/
7,"Your primary task as a web developer will be to create reliable and ... Salaries for 
junior or entry-level web developers can range from £19,000 to £25,000. Mid-
level and senior web developers usually earn between £25,000 and £35,000.",7,https://www.prospects.ac.uk/job-profiles/web-developer
8,"Technical support specialists are able to deal with most customer issues over the 
telephone or through email, however some issues need to be dealt with on site, ...",8,https://www.careerexplorer.com/careers/technical-support-specialist/
9,"A technical artist works closely with the lead artist and the creative director, as 
well as the lead programmers. Their responsibilities include setting up and ...",9,https://www.careerexplorer.com/careers/technical-artist/
10,"Most designers will spend at least some of their time as testers, where they can 
experiment with coding and watch others' mistakes firsthand. Lead designers are
 ...",10,https://www.careerexplorer.com/careers/video-game-designer/
11,"business intelligence; data assurance; data quality; finance; higher education; 
marketing; sales. Responsibilities. As a data analyst, you'll need ...",11,https://www.prospects.ac.uk/job-profiles/data-analyst
12,"technician. You can also work within first or second-line support. The work is as 
much about understanding how information systems are used as applying ...",12,https://www.prospects.ac.uk/job-profiles/it-technical-support-officer
13,"The web would be a dust bowl of HTML and ""Under Construction"" GIFs without 
front-end developers taking the backend data and creating a user-facing ...",13,https://www.careerexplorer.com/careers/front-end-developer/
14,"A business analyst is someone who analyzes information and investigates the 
goals and issues of a company. They advise organizations on how to improve 
their ...",14,https://www.careerexplorer.com/careers/business-analyst/
15,"If you're interested in marketing communications and like to keep abreast of new 
trends and developments, you could make a great digital marketer. Digital ...",15,https://www.prospects.ac.uk/job-profiles/digital-marketer
16,"He or she must have a balanced mix of technical and business skills, and will 
often work with an enterprise architect for strategic direction. The main focus is on
 ...",16,https://www.careerexplorer.com/careers/solution-architect/
17,"Discover what it takes to be a Control and instrumentation engineer. ... 
collaboratively with design engineers, operation engineers, purchasers and other 
internal ... If your undergraduate degree did not include control engineering 
content, some ... Professional bodies also support continuing professional 
development (CPD), ...",17,https://www.prospects.ac.uk/job.../control-and-instrumentation-engineer
18,"Discover what it takes to be a Marketing executive. ... marketing campaigns, 
advertising and SEO to make sure the correct mediums are being used and ... For 
example, salaries are often higher for digital marketing. ... Other opportunities 
include setting up as a freelance marketing consultant or moving into a related 
role, ...",18,https://www.prospects.ac.uk/job-profiles/marketing-executive
19,"PPC specialists are usually office based but will often spend time meeting clients 
and stakeholders and attending events. You'll be expected to network and ...",19,https://www.prospects.ac.uk/job-profiles/ppc-specialist
20,"They can work with databases, PHP, HTML, CSS, JavaScript and everything in 
between. In this article: What is a Full Stack Developer? What does a Full Stack ...",20,https://www.careerexplorer.com/careers/full-stack-developer/
21,"After completing an apprenticeship program, they are considered journey 
workers who do tasks with less guidance. Up Next. Ironworker Thumbnail. 
Ironworker.",21,https://www.careerexplorer.com/careers/ironworker/how-to-become/
22,"What is the difference between a civil engineer and an architect? ... Civil 
engineers do a lot more than design buildings and bridges. ... These engineers 
are typically employed or contracted by construction and development 
companies.",22,https://www.careerexplorer.com/careers/civil-engineer/
23,"Whether you're in an agency or working as a freelancer, your job will be to create 
... Salaries for junior or entry-level web developers can range from £19,000 to ...",23,https://www.prospects.ac.uk/job-profiles/web-developer
24,"Much of a software engineer's career path will involve spending several years as 
a senior web developer. People who don't like the idea of management and ...",24,https://www.careerexplorer.com/careers/software-engineer/
25,"maintenance engineer; technician. You can also work within first or second-line 
support. The work is as much about understanding how information systems are
 ...",25,https://www.prospects.ac.uk/job-profiles/it-technical-support-officer
26,"In order to make the server, application, and database communicate with each 
other, back-end developers use languages like PHP, Ruby, Python, Java, and .
Net ...",26,https://www.careerexplorer.com/careers/back-end-developer/
27,"In order to make the server, application, and database communicate with each 
other, back-end developers use languages like PHP, Ruby, Python, Java, and .
Net ...",27,https://www.careerexplorer.com/careers/back-end-developer/
28,"Undertaking a sandwich placement as part of your degree could be a good way 
to get industry experience and to build contacts in the field. Internships do come ...",28,https://www.prospects.ac.uk/job-profiles/game-artist
29,"assistant project manager; business change manager; junior/senior project ... 
Freelance project managers will negotiate a daily rate for the duration of their ... 
PRINCE2 - is the commonly used accredited approach for end-to-end project ...",29,https://www.prospects.ac.uk/job-profiles/project-manager
30,"Create secure software tools and systems with a team of developers; Provide 
engineering designs for new software solutions; Take a lead in software design, ...",30,https://www.careerexplorer.com/careers/security-software-developer/
31,"Database administrators use specialist software to organise and maintain a ... a 
database administrator (DBA) will be the performance, integrity and security ... 
For information and jobs for women who want to work in technology take a ... 
Most positions require knowledge of structured query language (SQL), Unix and 
DBMS.",31,https://www.prospects.ac.uk/job-profiles/database-administrator
32,"An app developer is a computer software engineer whose primary 
responsibilities include creating, testing and programming apps for computers, 
mobile phones ...",32,https://www.careerexplorer.com/careers/app-developer/
33,"network architect/computer network architect; network/helpdesk support ... IT/
systems support engineer; network administrator; first/second-line support; VoIP/
Cisco ... Employers will usually expect you to do further study to get professional
 ...",33,https://www.prospects.ac.uk/job-profiles/network-engineer
34,"An app developer is a computer software engineer whose primary 
responsibilities include creating, testing and programming apps for computers, 
mobile phones, ...",34,https://www.careerexplorer.com/careers/app-developer/
35,"Non-destructive testing specialists are professionals that use their wide range of 
... and can detect imperfections on large structures such as trains, airplanes, ... 
must give their expert opinions on how to improve materials to meet regulations.",35,https://www.careerexplorer.com/careers/non-destructive-testing-specialist/
36,"Graduates entering tech support roles often develop their careers by broadening 
their skills within a specific industry or ... Technical support managers can earn 
over £40,000. ... A postgraduate qualification is not necessary for entry. ... 
Network engineer · Penetration tester · Application analyst · Technical sales 
engineer ...",36,https://www.prospects.ac.uk/job-profiles/it-technical-support-officer
37,"A database administrator is someone who uses software to store and organize 
data, such as financial information and customer shipping records. They make ...",37,https://www.careerexplorer.com/careers/database-administrator/
38,"The key difference is the secrecy of the work. You will not be able to talk ... UK 
police services individually recruit criminal intelligence analysts. They analyse ...",38,https://www.prospects.ac.uk/job-profiles/intelligence-analyst
39,"You'll conduct automated and manual tests to ensure the software created by ... 
This would be most likely to occur during periods of software deployment or if a ...",39,https://www.prospects.ac.uk/job-profiles/software-tester
40,"You'll conduct automated and manual tests to ensure the software created by ... 
This would be most likely to occur during periods of software deployment or if a ...",40,https://www.prospects.ac.uk/job-profiles/software-tester
41,"You can do this by reading SEO and internet marketing blogs and keeping ... 
However, you could equally move from SEO executive to a copywriter role and ...",41,https://www.prospects.ac.uk/job-profiles/seo-specialist
42,"Discover what it takes to be a Public relations officer. Find out expected salary, ... 
Average starting salaries for PR officers can range from £22,000 to £28,000. With 
a few years' experience, ... Tara Carey. Senior content and media manager ...",42,https://www.prospects.ac.uk/job-profiles/public-relations-officer
43,"What is the difference between a software engineer and a software developer? ... 
They can, in time, qualify for a variety of roles, including Senior Engineer, ...",43,https://www.careerexplorer.com/careers/software-engineer/
44,"Senior DevOps Engineer. Advanced Software ... Senior Software Engineer (
Machine Learning Focus). Splunk. San Jose, CA, USA · Lead DevOps Engineer.",44,https://www.careerexplorer.com/careers/research-chef/jobs/.../stockton/
45,"In order to make the server, application, and database communicate with each 
other, back-end developers use languages like PHP, Ruby, Python, Java, and .",45,https://www.careerexplorer.com/careers/back-end-developer/
46,"Software quality assurance engineers make sure that new products work ... 
program testing, integration of software, and release management process. He or 
she will typically break up the entire process into goals such as ... computer 
typing or looking at programming code, which can lead to eye strain and back 
discomfort.",46,https://www.careerexplorer.com/careers/software-quality-assurance-engineer/
47,"An engineer uses science, technology and math to solve problems. We can see 
engineering everywhere in the world around us, improving the ways we work, ...",47,https://www.careerexplorer.com/careers/engineer/
48,"A solution architect is responsible for the design of one or more applications or 
services within an organization, and is typically part of a solution development 
team ...",48,https://www.careerexplorer.com/careers/solution-architect/
49,"A career as a data analyst will suit you if you're highly analytical, have strong ... 
Professional development is offered by The Operational Research Society.",49,https://www.prospects.ac.uk/job-profiles/data-analyst
50,"Many employers will also look for evidence of continuing professional 
development (CPD) outside of the classroom. Project programming experience 
can be used ...",50,https://www.prospects.ac.uk/job-profiles/software-engineer
51,"A front-end developer is a web developer that codes the front end of a website. 
While web design is the way a website looks, front end development is how that ...",51,https://www.careerexplorer.com/careers/front-end-developer/
52,"social media marketing - developing a distinct online presence by attracting high 
... search engine optimisation (SEO) - developing strategies to increase the 
number of ... assist with paid media, including liaising with digital advertising 
agencies ... As a more experienced digital officer, or digital coordinator, you can 
expect to ...",52,https://www.prospects.ac.uk/job-profiles/digital-marketer
53,"A project manager is a motivated and effective leader who is accountable for the 
success or failure of a project. Project managers are multitaskers, have great time
 ...",53,https://www.careerexplorer.com/careers/project-manager/
54,"Browse available jobs for architects. ... Solutions Architect, Senior DevOps 
Software (Experienced). Sandia National ... Senior Program Manager. BMA. Fort 
Bliss ...",54,https://www.careerexplorer.com/careers/architect/jobs/texas/el-paso/
55,"The technical artist is a new concept and role in the game industry, and acts as a 
link between the artists and the programmers working on a game. They are ...",55,https://www.careerexplorer.com/careers/technical-artist/
56,"As a senior game designer you could earn up to £65,000. Benefits ... However, 
the majority of game designers do have a degree and useful subjects include:.",56,https://www.prospects.ac.uk/job-profiles/game-designer
57,"A web developer is responsible for programming the code that “tells” a ... such as 
hypertext markup language (HTML), JavaScript (JS), Ruby on Rails, and C++.",57,https://www.careerexplorer.com/careers/web-developer/
58,"While web design is the way a website looks, front end development is how that 
... (JS) and/or CSS code - the core elements of front-end development. ... like 
AngularJS and React that are intended to ease web application development.",58,https://www.careerexplorer.com/careers/front-end-developer/
59,"Experienced construction managers can earn between £33,000 and £50,000. ... 
you'll also need to hold a Construction Skills Certification Scheme (CSCS) card.",59,https://www.prospects.ac.uk/job-profiles/construction-manager
60,"A full stack developer is someone who is familiar and comfortable with all layers 
in computer software development. These developers have the functional ...",60,https://www.careerexplorer.com/careers/full-stack-developer/
61,"A project manager is a motivated and effective leader who is accountable for the 
success or failure of a project. Project managers are multitaskers, have great time
 ...",61,https://www.careerexplorer.com/careers/project-manager/
62,"The back end is the combination of a database and software written in a ... 
communicate with each other, back-end developers use languages like PHP, 
Ruby, ...",62,https://www.careerexplorer.com/careers/back-end-developer/
63,"You'll offer support to users, who can be staff, clients, customers and suppliers, 
and ... network architect/computer network architect; network/helpdesk support ...",63,https://www.prospects.ac.uk/job-profiles/network-engineer
64,"An app developer is a computer software engineer whose primary 
responsibilities include creating, testing and programming apps for computers, 
mobile phones ...",64,https://www.careerexplorer.com/careers/app-developer/
65,"A web developer builds and maintains websites with the client and consumer in 
mind. That is, the end design must include products and services offered and 
show ...",65,https://www.careerexplorer.com/careers/web-developer/
66,"What can I do with my degree? ... IT consultants are great communicators and 
have excellent organisational skills as well as a sound knowledge and 
understanding of IT systems ... prepare documentation and present progress 
reports to customers; organise training for users and other consultants; be 
involved in sales and ...",66,https://www.prospects.ac.uk/job-profiles/it-consultant
67,"If you're interested in marketing communications and like to keep abreast of new 
trends and developments, you could make a great digital marketer. Digital ...",67,https://www.prospects.ac.uk/job-profiles/digital-marketer
68,"You can also work within first or second-line support. The work is as much about 
understanding how information systems are used as applying technical ...",68,https://www.prospects.ac.uk/job-profiles/it-technical-support-officer
69,"A web developer is responsible for programming the code that “tells” a website 
how to function. A developer builds a website from the bottom up, which means ...",69,https://www.careerexplorer.com/careers/web-developer/
70,"These specialists understand how to write specific SEO copy and have in-depth 
knowledge when it comes to keyword search. If a company (big or small) relies 
on ...",70,https://www.careerexplorer.com/.../search-engine-optimization-specialist/
71,"Discover what it takes to be a Project manager. ... PRINCE2 - is the commonly 
used accredited approach for end-to-end project management, and is available 
at ...",71,https://www.prospects.ac.uk/job-profiles/project-manager
72,"account executive; business developer; commercial insurance manager; 
customer service director; relationship manager; senior account handler. Types 
of ...",72,https://www.prospects.ac.uk/job-profiles/insurance-account-manager
73,"In order to make the server, application, and database communicate with each 
other, back-end developers use languages like PHP, Ruby, Python, Java, and .",73,https://www.careerexplorer.com/careers/back-end-developer/
74,"The job entails being a liaison between a company and its customers. Account 
managers are the face of the company whose primary job is to acquire new ...",74,https://www.careerexplorer.com/careers/account-manager/
75,"Discover what it takes to be a Software tester. ... Starting salaries for graduate-
level software testing positions are in the region of £18,000 to £24,000 (
depending on location ... With three to five years' experience, salaries can rise 
considerably.",75,https://www.prospects.ac.uk/job-profiles/software-tester
76,"Business Intelligence Analyst/Developer. Calance US. Reno, NV ... Senior 
Business Systems Analyst (Business Intelligence / Data Analyst). Cameron Craig
 ...",76,https://www.careerexplorer.com/careers/intelligence-analyst/jobs/.../reno/?...
77,"It brings together traditional human–computer interaction design, and looks at 
improving all areas of user experience with a product or service. UX designers ...",77,https://www.careerexplorer.com/careers/ux-designer/
78,"Your role as a UX researcher will be to deliver the best possible experience for ... 
UX researcher roles cross over with that of UX analyst, UX designer and UX ...",78,https://www.prospects.ac.uk/job-profiles/ux-researcher
79,"Starting salaries for junior graphic designers are in the region of £15,000 to ... If 
you're a freelancer you could share offices, rent studio space or work from home. 
... to talk confidently about your work, which you'll need to do at job interviews.",79,https://www.prospects.ac.uk/job-profiles/graphic-designer
80,"Having excellent interpersonal skills and commercial awareness can go a long 
way in the competitive world of advertising, where you'll manage and ...",80,https://www.prospects.ac.uk/job-profiles/advertising-account-executive
81,"Your aim will be to influence public opinion or behaviour, or promote the profile 
and ... magazines, journals, broadcasts, newswires, social media sites and blogs, 
... Starting salaries for PR account executives are around £18,000 to £24,000.",81,https://www.prospects.ac.uk/job-profiles/public-relations-account-executive
82,"Your starting salary as a graduate business development manager will be in the 
region ... Salaries are affected by regional variances, and pay is generally higher 
in London and the South East. ... A full driving license is a requirement for many 
roles. ... Doing some part-time or vacation work in a business that has a focus on
 ...",82,https://www.prospects.ac.uk/job-profiles/business-development-manager
83,"In order to make the server, application, and database communicate with each 
other, back-end developers use languages like PHP, Ruby, Python, Java, and .
Net ...",83,https://www.careerexplorer.com/careers/back-end-developer/
84,"Starting salaries for junior graphic designers are in the region of £15,000 to £
19,000. Once you've gained some experience, salaries can rise to £27,000.",84,https://www.prospects.ac.uk/job-profiles/graphic-designer
85,"In order to make the server, application, and database communicate with each 
other, back-end developers use languages like PHP, Ruby, Python, Java, and .",85,https://www.careerexplorer.com/careers/back-end-developer/
86,"Graphic design is also known as communication design. Graphic designers are 
visual communicators, who create visual concepts by hand or by using computer
 ...",86,https://www.careerexplorer.com/careers/graphic-designer/
87,"Back-end developers play a critical role in web development teams, and make 
sure that data or services requested by the front end system or software are ...",87,https://www.careerexplorer.com/careers/back-end-developer/
88,"Automation Engineer Computer Architect Computer Engineer Computer 
Hardware Designer Computer Hardware Developer Computer Installation 
Engineer",88,https://www.careerexplorer.com/careers/computer-programmer/
89,"A front-end developer is a web developer that codes the front end of a website. 
While web design is the way a website looks, front end development is how that ...",89,https://www.careerexplorer.com/careers/front-end-developer/
90,"If you're interested in marketing communications and like to keep abreast of new 
trends and developments, you could make a great digital marketer. Digital ...",90,https://www.prospects.ac.uk/job-profiles/digital-marketer
91,"Software testers are involved in the quality assurance stage of software 
development ... carry out stress testing, performance testing, functional testing 
and scalability testing ... With three to five years' experience, salaries can rise 
considerably. ... However, working as a contractor may not provide the same 
benefits and job ...",91,https://www.prospects.ac.uk/job-profiles/software-tester
92,"What does an App Developer do? Applications software can be written for a 
particular operating system (OS), such as Android, iOS or Windows. App 
developers ...",92,https://www.careerexplorer.com/careers/app-developer/
93,"A front-end developer is a web developer that codes the front end of a website. 
While web design is the way a website looks, front end development is how that ...",93,https://www.careerexplorer.com/careers/front-end-developer/
94,"How much does a web developer make in Puerto Rico? Web Developer salary 
description; How do web developer salaries compare to similar careers. Web ...",94,https://www.careerexplorer.com/careers/web-developer/salary/puerto-rico/
95,"In order to make the server, application, and database communicate with each 
other, back-end developers use languages like PHP, Ruby, Python, Java, and .",95,https://www.careerexplorer.com/careers/back-end-developer/
96,"A software quality assurance engineer is someone who monitors every phase of 
the software development process so as to ensure design quality, making sure ...",96,https://www.careerexplorer.com/careers/software-quality-assurance-engineer/
97,"A business analyst is someone who analyzes information and investigates the 
goals and issues of a company. They advise organizations on how to improve 
their ...",97,https://www.careerexplorer.com/careers/business-analyst/
98,"Technical support specialists are knowledgeable about computer systems, 
electronic systems, and software applications. They can educate people, answer
 ...",98,https://www.careerexplorer.com/careers/technical-support-specialist/
99,"Discover what it takes to be a Project manager. ... PRINCE2 - is the commonly 
used accredited approach for end-to-end project management, and is available 
at ...",99,https://www.prospects.ac.uk/job-profiles/project-manager
100,"You will be installing and configuring computer systems, diagnosing hardware ... 
Large companies with an extensive technical infrastructure may have separate ...",100,https://www.prospects.ac.uk/job-profiles/it-technical-support-officer
101,"Graphic design is also known as communication design. Graphic designers are 
visual communicators, who create visual concepts by hand or by using computer
 ...",101,https://www.careerexplorer.com/careers/graphic-designer/
102,"Back-end developers play a critical role in web development teams, and make 
sure that data or services requested by the front end system or software are ...",102,https://www.careerexplorer.com/careers/back-end-developer/
103,"The web would be a dust bowl of HTML and ""Under Construction"" GIFs without 
front-end developers taking the backend data and creating a user-facing ...",103,https://www.careerexplorer.com/careers/front-end-developer/
104,"In order to make the server, application, and database communicate with each 
other, back-end developers use languages like PHP, Ruby, Python, Java, and .",104,https://www.careerexplorer.com/careers/back-end-developer/
105,"Browse available jobs for app developers. ... React Native Developer. MatchPoint 
... Mobile Application Developer (iOS / Android) - Bentonville, Arkansas.",105,https://www.careerexplorer.com/careers/app-developer/jobs/.../little-rock/?...
106,"While each ""end"" (front end and back end) involves learning a significant amount 
of information, a full stack developer can comfortably speak both database and ...",106,https://www.careerexplorer.com/careers/full-stack-developer/
107,"Technical work placements will develop your sector knowledge and skills, 
increasing your credibility as a project manager. You can join a professional 
body, ...",107,https://www.prospects.ac.uk/job-profiles/project-manager
108,"If you're interested in marketing communications and like to keep abreast of new 
trends and developments, you could make a great digital marketer. Digital ...",108,https://www.prospects.ac.uk/job-profiles/digital-marketer
109,"Average starting salaries for PR officers can range from £22,000 to £28,000. ... 
Social and working life may become slightly intertwined. ... account executive for 
one or two years before gaining promotion to PR officer or account executive.",109,https://www.prospects.ac.uk/job-profiles/public-relations-officer
110,"Work with project management software; Work within a software development 
methodology like AGILE; Coordinate product releases with marketing, sales, and
 ...",110,https://www.careerexplorer.com/careers/technical-product-manager/
111,"Discover what it takes to be a Sales promotion account executive. ... Account 
executive is the typical entry level position for recent graduates. ... well under 
pressure; administrative skills; an open mind and a can-do attitude; general 
business sense. ... services, especially sales promotion, direct marketing and 
digital media.",111,https://www.prospects.ac.uk/job-profiles/sales-promotion-account-executive
112,"In order to make the server, application, and database communicate with each 
other, back-end developers use languages like PHP, Ruby, Python, Java, and .",112,https://www.careerexplorer.com/careers/back-end-developer/
113,"The term computer programmer can refer to a specialist in one area of computer 
... These types of computer programmers will analyze the data needs of a ...",113,https://www.careerexplorer.com/careers/computer-programmer/
114,"Pay-per-click (PPC) is the term used to refer to paid advertising on the ... PPC 
account executive; PPC account manager; PPC analyst; PPC executive; PPC ... 
to work in a broader role where PPC forms part of what you do but not all of it.",114,https://www.prospects.ac.uk/job-profiles/ppc-specialist
115,"You could work in any organisation in the industry and service sector and will be 
in ... You may also be known as a functional manager, service delivery manager 
or ... Since this is a management job requiring up-to-date technical skills in a ...",115,https://www.prospects.ac.uk/job-profiles/information-systems-manager
116,"A business analyst is someone who analyzes information and investigates the 
goals and issues of a company. They advise organizations on how to improve 
their ...",116,https://www.careerexplorer.com/careers/business-analyst/
117,"A security software developer is someone who develops security software as well 
as integrates security into software during the course of design and development
 ...",117,https://www.careerexplorer.com/careers/security-software-developer/
118,"What does an App Developer do? Applications software can be written for a 
particular operating system (OS), such as Android, iOS or Windows. App 
developers ...",118,https://www.careerexplorer.com/careers/app-developer/
119,"Senior marketing executives (with around five years' experience) can earn 
between £30,000 and ... For example, salaries are often higher for digital 
marketing.",119,https://www.prospects.ac.uk/job-profiles/marketing-executive
120,"They can, in time, qualify for a variety of roles, including Senior Engineer, Team ... 
The computer programmers along with the software developers will test and fix ...",120,https://www.careerexplorer.com/careers/software-engineer/
121,"What does a software quality assurance engineer do? Would you make a good 
software quality assurance engineer? Take our career test and find your top ...",121,https://www.careerexplorer.com/careers/software-quality-assurance-engineer/
122,"A front-end developer is a web developer that codes the front end of a website. 
While web design is the way a website looks, front end development is how that ...",122,https://www.careerexplorer.com/careers/front-end-developer/
123,"A search engine optimisation specialist (SEO) uses digital analytics and 
marketing ... You can do this by reading SEO and internet marketing blogs and 
keeping ... an SEO manager or account manager, then head of SEO to head of 
digital.",123,https://www.prospects.ac.uk/job-profiles/seo-specialist
124,Software engineering is a branch of computer science which ...,124,https://www.careerexplorer.com/careers/software-engineer/
125,"As a customer service manager, you can manage teams and deliver ... statistics 
or other data to determine the level of customer service your organisation is 
providing ... Some organisations have relocated their call-centre provision 
overseas.",125,https://www.prospects.ac.uk/job-profiles/customer-service-manager
126,"The back end is the combination of a database and software written in a ... each 
other, back-end developers use languages like PHP, Ruby, Python, Java, and .",126,https://www.careerexplorer.com/careers/back-end-developer/
127,"Your role as a UX researcher will be to deliver the best possible experience for 
the users of ... UX researcher roles cross over with that of UX analyst, UX 
designer and UX ... Depending on your level of experience, you could expect to 
earn between £250 ... There are a variety of entry routes into a career as a UX 
researcher.",127,https://www.prospects.ac.uk/job-profiles/ux-researcher
128,"Your role is integral to the creation of software systems and technical products ... 
You can enter the software testing profession with an HND or foundation degree. 
... you join and can vary from structured training and development programmes ...",128,https://www.prospects.ac.uk/job-profiles/software-tester
129,"Starting salaries for junior graphic designers are in the region of £15,000 to ... If 
you're a freelancer you could share offices, rent studio space or work from home. 
... to talk confidently about your work, which you'll need to do at job interviews.",129,https://www.prospects.ac.uk/job-profiles/graphic-designer
130,"You can do this by reading SEO and internet marketing blogs and keeping ... 
Progression to more experienced roles such as SEO manager could happen ... 
increasing requirement to gain further qualifications to enter senior marketing 
roles.",130,https://www.prospects.ac.uk/job-profiles/seo-specialist
131,"Discover what it takes to be a Product designer. Find out ... Progression to the 
role of senior designer is the usual next step, although opportunities in smaller ...",131,https://www.prospects.ac.uk/job-profiles/product-designer
132,"A career as a data analyst will suit you if you're highly analytical, have strong ... 
They not only need to understand the data, but be able to provide insight and 
analysis ... Graduate schemes in data analysis and business intelligence at 
larger ...",132,https://www.prospects.ac.uk/job-profiles/data-analyst
133,"A front-end developer is a web developer that codes the front end of a website. 
While web design is the way a website looks, front end development is how that ...",133,https://www.careerexplorer.com/careers/front-end-developer/
134,"Analytical, solution-focused types, who are great communicators and team 
players, could enjoy working as a systems analyst. As a systems analyst, you'll 
use ...",134,https://www.prospects.ac.uk/job-profiles/systems-analyst
135,"In order to make the server, application, and database communicate with each 
other, back-end developers use languages like PHP, Ruby, Python, Java, and .
Net ...",135,https://www.careerexplorer.com/careers/back-end-developer/
136,"These specialists understand how to write specific SEO copy and have in-depth 
knowledge when it comes to keyword search. If a company (big or small) relies 
on ...",136,https://www.careerexplorer.com/.../search-engine-optimization-specialist/
